         381
     0.10000000               0               0
     0.10500000               0               0
     0.11000000               0               0
     0.11500000               0               0
     0.12000000               0               0
     0.12500000               0               0
     0.13000000               0               0
     0.13500000               0               0
     0.14000000               0               0
     0.14500000               0               0
     0.15000000               0               0
     0.15500000               0               0
     0.16000000               0               0
     0.16500000               0               0
     0.17000000               0               0
     0.17500000               0               0
     0.18000000               0               0
     0.18500000               0               0
     0.19000000               0               0
     0.19500000               0               0
     0.20000000               0               0
     0.20500000               0               0
     0.21000000               0               0
     0.21500000               0               0
     0.22000000               0               0
     0.22500000               0               0
     0.23000000               0               0
     0.23500000               0               0
     0.24000000               0               0
     0.24500000               0               0
     0.25000000               0               0
     0.25500000               0               0
     0.26000000               0               0
     0.26500000               0               0
     0.27000000               0               0
     0.27500000               0               0
     0.28000000               0               0
     0.28500000               0               0
     0.29000000               0               0
     0.29500000               0               0
     0.30000000               0               0
     0.30500000               0               0
     0.31000000               0               0
     0.31500000               0               0
     0.32000000               0               0
     0.32500000               0               0
     0.33000000               0               0
     0.33500000               0               0
     0.34000000               0               0
     0.34500000               0               0
     0.35000000               0               0
     0.35500000               0               0
     0.36000000               0               0
     0.36500000               0               0
     0.37000000               0               0
     0.37500000               0               0
     0.38000000               0               0
     0.38500000               0               0
     0.39000000               0               0
     0.39500000               0               0
     0.40000000               0               0
     0.40500000               0               0
     0.41000000               0               0
     0.41500000               0               0
     0.42000000               0               0
     0.42500000               0               0
     0.43000000               0               0
     0.43500000               0               0
     0.44000000               0               0
     0.44500000               0               0
     0.45000000               0               0
     0.45500000               0               0
     0.46000000               0               0
     0.46500000               0               0
     0.47000000               0               0
     0.47500000               0               0
     0.48000000               0               0
     0.48500000               0               0
     0.49000000               0               0
     0.49500000               0               0
     0.50000000               0               0
     0.51000000               0               0
     0.52000000               0               0
     0.53000000               0               0
     0.54000000               0               0
     0.55000000               0               0
     0.56000000               0               0
     0.57000000               0               0
     0.58000000               0               0
     0.59000000               0               0
     0.60000000               0               0
     0.61000000               0               0
     0.62000000               0               0
     0.63000000               0               0
     0.64000000               0               0
     0.65000000               0               0
     0.66000000               0               0
     0.67000000               0               0
     0.68000000               0               0
     0.69000000               0               0
     0.70000000               0               0
     0.71000000               0               0
     0.72000000               0               0
     0.73000000               0               0
     0.74000000               0               0
     0.75000000               0               0
     0.76000000               0               0
     0.77000000               0               0
     0.78000000               0               0
     0.79000000               0               0
     0.80000000               0               0
     0.81000000               0               0
     0.82000000               0               0
     0.83000000               0               0
     0.84000000               0               0
     0.85000000               0               0
     0.86000000               0               0
     0.87000000               0               0
     0.88000000               0               0
     0.89000000               0               0
     0.90000000               0               0
     0.91000000               0               0
     0.92000000               0               0
     0.93000000               0               0
     0.94000000               0               0
     0.95000000               0               0
     0.96000000               0               0
     0.97000000               0               0
     0.98000000               0               0
     0.99000000               0               0
     1.00000000               0               0
     1.02500000               0               0
     1.05000000               0               0
     1.07500000               0               0
     1.10000000               0               0
     1.12500000               0               0
     1.15000000               0               0
     1.17500000               0               0
     1.20000000               0               0
     1.22500000               0               0
     1.25000000               0               0
     1.27500000               0               0
     1.30000000               0               0
     1.32500000               0               0
     1.35000000               0               0
     1.37500000               0               0
     1.40000000               0               0
     1.42500000               0               0
     1.45000000               0               0
     1.47500000               0               0
     1.50000000               0               0
     1.52500000               0               0
     1.55000000               0               0
     1.57500000               0               0
     1.60000000               0               0
     1.62500000               0               0
     1.65000000               0               0
     1.67500000               0               0
     1.70000000               0               0
     1.72500000               0               0
     1.75000000               0               0
     1.77500000               0               0
     1.80000000               0               0
     1.82500000               0               0
     1.85000000               0               0
     1.87500000               0               0
     1.90000000               0               0
     1.92500000               0               0
     1.95000000               0               0
     1.97500000               0               0
     2.00000000               0               0
     2.02500000               0               0
     2.05000000               0               0
     2.07500000               0               0
     2.10000000               0               0
     2.12500000               0               0
     2.15000000               0               0
     2.17500000               0               0
     2.20000000               0               0
     2.22500000               0               0
     2.25000000               0               0
     2.27500000               0               0
     2.30000000               0               0
     2.32500000               0               0
     2.35000000               0               0
     2.37500000               0               0
     2.40000000               0               0
     2.42500000               0               0
     2.45000000               0               0
     2.47500000               0               0
     2.50000000               0               0
     2.52500000               0               0
     2.55000000               0               0
     2.57500000               0               0
     2.60000000               0               0
     2.62500000               0               0
     2.65000000               0               0
     2.67500000               0               0
     2.70000000               0               0
     2.72500000               0               0
     2.75000000               0               0
     2.77500000               0               0
     2.80000000               0               0
     2.82500000               0               0
     2.85000000               0               0
     2.87500000               0               0
     2.90000000               0               0
     2.92500000               0               0
     2.95000000               0               0
     2.97500000               0               0
     3.00000000               0               0
     3.02500000               0               0
     3.05000000               0               0
     3.07500000               0               0
     3.10000000               0               0
     3.12500000               0               0
     3.15000000               0               0
     3.17500000               0               0
     3.20000000               0               0
     3.22500000               0               0
